n,p,reg_method,seed,oracle_stat,oracle_pval,oracle_reject,est_stat,est_pval,est_reject,f_mse,f_rmse,f_r2,f_cor,g_mse,g_rmse,g_r2,g_cor,stat_difference
200,5,linear,2025,-0.0368952107229886,0.97056855843855,0,0.0644788205377496,0.948588970775687,0,0.0125672475624615,0.112103735720365,0.994270288074181,0.997513997926688,0.00720602973759619,0.084888336876135,0.702403453094689,0.862571614972191,0.101374031260738
200,5,linear,2026,-0.0661030199866701,0.947295806510866,0,0.0128751250519508,0.989727420315705,0,0.0175969142913303,0.132653361402304,0.99059686045965,0.996645438307744,0.00496140517410813,0.0704372428059768,0.753707471526015,0.909964626088885,0.0789781450386209
200,5,linear,2027,-0.813530926629308,0.415913722236434,0,-1.17342576400174,0.240625110474254,0,0.0152293340243042,0.123407187895617,0.993361607489923,0.99700806573918,0.0123795149120174,0.111263268476247,0.520073466553731,0.863297716062357,0.359894837372432
200,5,linear,2028,0.566128122487639,0.571306687115035,0,0.433361575829091,0.664752110559049,0,0.0339606284399293,0.184284097089058,0.987606557364894,0.997445782976444,0.0137709740290952,0.117349793477003,0.528276916279609,0.853914096609729,0.132766546658548
200,5,linear,2029,-0.908353525507358,0.36369147147837,0,-0.826753677247094,0.40837669044867,0,0.00542590675283273,0.0736607544954077,0.997533557608217,0.999004260561831,0.00558527409215209,0.0747346913565052,0.786020033674865,0.910319493454122,0.0815998482602639
200,5,linear,2030,-0.944640155582144,0.344842619003761,0,-0.776871902545866,0.437234349842882,0,0.0351402307320938,0.187457277084924,0.984761880812849,0.995729391002441,0.0058482688216963,0.0764739747999037,0.769694214532343,0.89652274631675,0.167768253036278
200,5,linear,2031,0.140244190395552,0.888467058006264,0,0.345123576414183,0.730001469720364,0,0.0339271547365515,0.184193253775896,0.984697510179917,0.993839327678457,0.00275527498034019,0.052490713277114,0.89186645459939,0.958114976469243,0.20487938601863
200,5,linear,2032,0.169246610666854,0.865602668560101,0,0.455593512465997,0.648682309168777,0,0.00898241694765967,0.0947756136759856,0.996238777868722,0.998241234319274,0.0128631025344321,0.113415618564782,0.498500321097228,0.824520440899473,0.286346901799143
200,5,linear,2033,0.680699853894546,0.496061428812409,0,0.628466477426216,0.529698400272681,0,0.0207564386726546,0.14407095013449,0.990059136606769,0.996123947791497,0.00224191490772002,0.047348863848249,0.908112848428319,0.964341534801188,0.0522333764683296
200,5,linear,2034,-1.96256930784742,0.0496962399500125,1,-1.79254233780601,0.0730461336152042,0,0.0256973112532828,0.16030380922886,0.987093277458292,0.997730479750271,0.00709312080572492,0.0842206673312728,0.698737095358899,0.955853536190797,0.170026970041401
